game_lineups_id,game_id,type,number,player_id,player_name,team_captain,sub_position
4181ae3842513237a340485fffb8aa64,4157241,starting_lineup,17,542776,Jonathan Amon,0,Right Midfield
656be2d5194fd48aaab4ff3f316ae09f,4160966,starting_lineup,8,361104,Sergino Dest,0,Left-Back
0f1017d047ad43d8cc33f1091762afe1,4160975,starting_lineup,8,361104,Sergino Dest,0,Left-Back
cc79e78c570ce19872dfed125d324407,4162615,substitutes,22,49723,Timothy Chandler,0,Right-Back
21de58902f547e231bf2604be9fa996f,4162639,substitutes,22,49723,Timothy Chandler,0,Right-Back
6c93cea07640908fecb225e05dfe1874,4164109,starting_lineup,13,145466,Tim Ream,0,Centre-Back
4a6c34affe27fd59db74a9f28d955f2d,4164112,starting_lineup,26,578539,Chris Richards,0,Centre-Back
1d1e4b03acf4b08cced76f9ecc2f9c20,4164118,substitutes,34,242284,Ethan Horvath,0,Goalkeeper
abf64723d41894ed0b0f5ff67cf15082,4171232,starting_lineup,8,361104,Sergino Dest,0,Left-Back
fbad8897b0fa9a80a58358d205762787,4171234,starting_lineup,8,361104,Sergino Dest,0,Left-Back
d7988772275bdb8a5bd49c514d649e8b,4171236,starting_lineup,8,361104,Sergino Dest,0,Left-Back
a7cb9beb8d10f6d778d21eaa7ba439b2,4171239,starting_lineup,8,361104,Sergino Dest,0,Left-Back
103aad9153701e501e0fac41cffe9739,4171277,starting_lineup,20,341049,Cameron Carter-Vickers,0,Centre-Back
5fe5602819a212d493cb6ede451da77f,4171282,starting_lineup,20,341049,Cameron Carter-Vickers,0,Centre-Back
4092ddd70722c9320f4ae75b1e22c579,4171283,substitutes,20,341049,Cameron Carter-Vickers,0,Centre-Back
a70495a7b4cc7676063b68f4c45bb700,4171284,substitutes,7,504215,Giovanni Reyna,0,Attacking Midfield
c7362770fcb06fbc8ee75702943652d2,4171285,starting_lineup,11,315779,Christian Pulisic,0,Right Winger
a65648b223b03ab812603988d2dec1f7,4171288,starting_lineup,11,315779,Christian Pulisic,0,Right Winger
02d16b0bbe76635d919aee23b150d395,4171288,substitutes,7,504215,Giovanni Reyna,0,Attacking Midfield
5697df5ef458d5d1a6356022b711bcef,4171289,substitutes,7,504215,Giovanni Reyna,0,Attacking Midfield
5bfff7d1ba9830f336be2e1732337129,4171290,starting_lineup,11,315779,Christian Pulisic,0,Right Winger
f964cf1fa6072592acba7cc8d01753f3,4171292,substitutes,11,315779,Christian Pulisic,0,Right Winger
07ff767aafe5afac262290b68c33c3e2,4171294,substitutes,7,504215,Giovanni Reyna,0,Attacking Midfield
79ff69f0a72e4f44e3be95a59a7e526b,4172130,substitutes,14,282199,Erik Palmer-Brown,0,Centre-Back
4a18f00b16cc129893f3d8b1043f5d56,4172149,substitutes,4,544931,Christian Cappis,0,Central Midfield
2ddbe25aa629167bd309ed1077990206,4172151,substitutes,4,544931,Christian Cappis,0,Central Midfield
fb371e481c247acc131a719a5b55f496,4172153,substitutes,4,544931,Christian Cappis,0,Central Midfield
60f259a693d6801befb2f40fb99b4b3e,4180928,substitutes,17,542776,Jonathan Amon,0,Left Winger
1bb7afffc8733e706d9c0da00a1c1440,4188445,starting_lineup,26,578539,Chris Richards,0,Centre-Back
bf662e3c437051eb938f994855435d50,4188448,starting_lineup,2,307781,Lynden Gooch,0,Left-Back
45dac09eeacb12f4edf56fd86c039b50,4188448,substitutes,18,332705,Tyler Adams,0,Defensive Midfield
4e2250290c86671d157d2a312a2a8d95,4188451,substitutes,13,145466,Tim Ream,0,Centre-Back
ff2786dcdf010ba67043a91587e0104f,4190037,substitutes,95,273570,Desevio Payne,0,Right Midfield
907cccfbd635208a95140967eb013744,4192910,starting_lineup,17,542776,Jonathan Amon,0,Centre-Forward
424b632d9ccda4e304c3bf566a00aa06,4194139,substitutes,22,49723,Timothy Chandler,0,Right-Back
b46ec78b0e9ac50b0a15400eab64f39c,4194141,starting_lineup,37,161204,Julian Green,0,Defensive Midfield
d0a790a5cfbaf271742e14bf4dbb64a5,4194147,starting_lineup,13,355369,Jordan,0,Centre-Forward
ec3d266094f99ca0a8847de827e37105,4194152,starting_lineup,7,504215,Giovanni Reyna,0,Right Winger
667840cda9bdf3b0344b8e99b306cf38,4194152,starting_lineup,23,124732,John Anthony Brooks,0,Centre-Back
1c5d2f60ee777760f8a757aa10c42bb1,4194154,starting_lineup,13,103064,Terrence Boyd,0,Centre-Forward
99032084fd00ffbfee52c541a9f960ab,4204000,substitutes,14,315762,Luca de la Torre,0,Central Midfield
5c9eaf6ebb621d43a0d6fd6a9e607ef9,4220942,substitutes,13,145466,Tim Ream,0,Centre-Back
