game_event_id,date,game_id,minute,type,player_id,description,player_in_id
0b34de61cc01d2fc3c1781d1055dbd9f,2021-10-02,3605295,86,Substitutions,361104,Not Available,182904
3af62a828e57c444bb3b4ebfd3bae7e4,2021-10-17,3605305,87,Substitutions,361104,Not Available,26399
734746de53f8ca680ee1efa104d1213b,2022-04-24,3610272,46,Substitutions,361104,Not Available,182904
ec5dfcbdadab547f90ad94b1b77b43eb,2022-04-18,3611452,90,Substitutions,361104,Not Available,331505
849346089e29a64595a94b64c45eee13,2021-09-19,3612875,73,Substitutions,255916,Not Available,117586
cfdf5edeee59ef621220f1e5c9a632ad,2021-10-25,3612923,78,Substitutions,255916,Not Available,117586
5a481cae83fd7552d248027531585bde,2021-12-04,3612975,90,Substitutions,255916,Not Available,16135
298c1f380d534486ea5895f7d1b5c256,2021-12-18,3612996,66,Substitutions,255916,Not Available,248219
d9443925fb8ae64532dff624055873bf,2021-07-28,3613224,10,Goals,355369,", Penalty, 1. Tournament Goal",0
d5aa84e4dbd6ecb786ba51cca9badd70,2021-07-28,3613224,58,Substitutions,355369,Not Available,395523
f263a965603fd287556fdda22cb4de1a,2021-08-28,3614535,46,Substitutions,332697,Not Available,128223
33c9318d8aa221a80005e6b70cf46cd4,2021-09-11,3614546,72,Substitutions,332697,Not Available,50057
bcad08762a345dfc1912d47f62da9063,2021-10-24,3614610,83,Substitutions,332697,Not Available,362842
b834ec83b41e9f00ee0b462e02e84ee0,2021-10-27,3614618,76,Goals,332697,", Header, 1. Goal of the Season",0
f89ada4f5cb29942dd1fb69a0a65e54a,2021-10-30,3614631,80,Goals,332697,", Right-footed shot, 2. Goal of the Season",0
eed216348af80d51a3fe01f4d40cb48a,2021-11-27,3614669,64,Substitutions,332697,Not Available,364135
3b5316e51c3de9e241a2c44c2f9c85b4,2021-12-18,3614709,71,Substitutions,332697,Not Available,354362
678ad67c3f1726acf2927eab1ca568c4,2022-01-15,3614741,79,Goals,332697,", Header, 3. Goal of the Season",0
5744aa9fca52a6eee46fbbaed377ad1c,2022-02-13,3614769,81,Substitutions,332697,Not Available,364135
0bb37f040b4b50ece61f4d85a140469f,2021-10-30,3621411,18,Substitutions,478940,Not Available,818252
87d906ac469c1f1a42065e5270e0a08b,2021-10-25,3621434,86,Substitutions,478940,Not Available,344474
2c0f9d40a8aae9ab40f9f8264fe9d00e,2022-05-14,3621601,90,Substitutions,478940,Not Available,517705
1143547161b799794ac9146514669535,2021-08-10,3631254,23,Goals,355369,", Header, 2. Tournament Goal",0
c2829e94b16df5443e0565bf805488eb,2021-08-10,3631254,42,Goals,355369,", Right-footed shot, 3. Tournament Goal",0
98885640dc24aa7560d00b8aea366349,2021-08-10,3631254,87,Substitutions,355369,Not Available,395523
d22ad42f54f5aafaa4d20856371af0e5,2021-08-18,3643304,58,Substitutions,355369,Not Available,395523
a1b07f135224746fdc92cf7b9da6f083,2021-08-24,3643352,85,Substitutions,355369,Not Available,507496
6e68cbf42358361273eaa70ddd55d98c,2021-08-19,3645112,87,Substitutions,341049,Not Available,488298
53473b90cb79189c5b6e552fad572fe0,2021-09-14,3651031,90,Goals,355369,", Right-footed shot, 1. Tournament Goal",0
c7ea6604a7686c2666319f4d00ac7c1e,2021-09-29,3651071,66,Substitutions,355369,Not Available,395523
f43d7174563e931ae66778d591a735c6,2021-09-29,3651073,60,Substitutions,370846,Not Available,292818
a0ef555103d487de34ccc0a1805ae86c,2021-10-20,3651087,70,Substitutions,355369,Not Available,395523
a906d44270e57e35759dcbcc73dabb55,2021-11-02,3651098,72,Substitutions,370846,Not Available,386726
77bdf27a1e62967c0c9edda6176eac62,2021-11-03,3651102,74,Substitutions,332705,Not Available,293385
a0c26c079daf82ab13ddab634c37b454,2021-11-23,3651112,39,Goals,355369,", 2. Tournament Goal",0
4ef19e51dad32bb4c73bec3c3d55b426,2021-11-23,3651113,88,Substitutions,124732,Not Available,79501
2e44eb2c3fa8228c8abb043e8b027d15,2021-11-23,3651114,84,Substitutions,370846,Not Available,386726
c7a4e4ab11a1944bf9a4d1d71677fac4,2021-11-23,3651116,72,Substitutions,315779,Not Available,170527
69f2b7a6acacfc84732881ed8d4f2168,2021-12-08,3651134,46,Substitutions,361104,Not Available,466805
8fc8a6c63e0d2e442080ae8b58709a85,2021-12-08,3651135,62,Substitutions,355369,Not Available,395523
f35443d035014214e371a59312550e60,2021-10-21,3651936,81,Substitutions,544931,Not Available,237436
d8f26d794902595a45c07e8716a131ab,2021-09-21,3655617,11,Goals,381187,", Left-footed shot, 1. Tournament Goal",0
0114f18356146c6cad8fa41f2eace112,2021-09-21,3655617,57,Substitutions,381187,Not Available,211331
928888d79355754d68fbaefd159c8788,2021-09-23,3655629,27,Goals,544931,", 1. Tournament Goal",0
8628e38e0b6f1e71fb1a8834b65617a2,2021-09-23,3655629,43,Goals,544931,", Long distance kick, 2. Tournament Goal",0
eb95e2d1619d714d21af9d1fb575c3b6,2021-11-04,3660447,63,Substitutions,544931,Not Available,546712
d425826d2280ad9f9e945634572d2452,2021-10-27,3666967,102,Goals,381187,", Right-footed shot, 2. Tournament Goal",0
e5fa6f8bb2d20c89211c1880aa3f2356,2021-10-27,3666967,110,Substitutions,381187,Not Available,588649
c9e68a466cf1580c1e0ca8072795b2a5,2021-10-28,3666968,73,Substitutions,544931,Not Available,546712
fcd84ce68b0e0dbf51ecfa1fc5b50638,2021-12-09,3683257,69,Substitutions,49723,Not Available,85906
619e4a8d5fd9575fadbb7604a34b4f78,2021-12-05,3694719,63,Substitutions,381187,Not Available,369678
412564a2fb0cb291f847c09af082b02d,2021-12-12,3694722,46,Substitutions,544931,Not Available,160506
db66e2559a34aa496d1a887658f1340d,2021-12-12,3694723,71,Goals,381187,", Right-footed shot, 3. Tournament Goal",0
34bd6d1ad948a62094cf0fcc745fcce0,2022-01-12,3699285,25,Goals,332697,", Header, 1. Tournament Goal",0
72124489824a972f23346e7dc83675ff,2022-01-08,3710337,58,Substitutions,315779,Not Available,581675
7cf28cdf09f007e0e5e73c8b4a43d4a5,2022-01-09,3710362,84,Substitutions,393325,Not Available,434223
018f4128fb99ca9751c7f391e1b94092,2022-02-17,3714014,46,Substitutions,332705,Not Available,202591
729a8c891b6fb97d95e37315abf67801,2022-02-22,3714217,63,Goals,315779,", Right-footed shot, 1. Tournament Goal",0
6306ce9b8078207c252bffdc78acdbe6,2022-02-22,3714217,80,Substitutions,315779,Not Available,170527
5e9a86397b07c9719c9ba506108b326e,2022-02-22,3714219,81,Substitutions,332697,Not Available,334526
467b9f0c6d7c013689fb4fbeb8c50a30,2022-03-16,3714225,45,Goals,315779,", Right-footed shot, 2. Tournament Goal",0
c6853c39e15fa036c628c5a50b324d14,2022-03-16,3714225,74,Substitutions,315779,Not Available,96341
356ca9e926dd337d9c127244d50659d2,2022-05-05,3714420,22,Goals,381187,", 4. Tournament Goal",0
416171b1461bda7a6a1406e17b768690,2022-05-05,3714420,84,Substitutions,381187,Not Available,657957
